ISO_3_code,Countryname,Who_region,Year,Vaccinecode,Vaccine_description,Schedulerounds,Targetpop,Targetpop_Description,Geoarea,Ageadministered,Sourcecomment
CHE,Switzerland,EURO,2023.0,TBE_PEDIATRIC,Pediatric TBE (tick borne encephalitis) vaccine,1.0,RISKGROUPS,Risk group(s),SUBNATIONAL,Y6,"All persons who are regularly in forested areas, except in Geneva and Ticino Cantons"
CHE,Switzerland,EURO,2023.0,TBE_PEDIATRIC,Pediatric TBE (tick borne encephalitis) vaccine,2.0,RISKGROUPS,Risk group(s),SUBNATIONAL,+M1,"All persons who are regularly in forested areas, except in Geneva and Ticino Cantons"
CHE,Switzerland,EURO,2023.0,TBE_PEDIATRIC,Pediatric TBE (tick borne encephalitis) vaccine,3.0,RISKGROUPS,Risk group(s),SUBNATIONAL,+M6-M10,"All persons who are regularly in forested areas, except in Geneva and Ticino Cantons"
CHE,Switzerland,EURO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,ADULTS,Adults,NATIONAL,Y25,nan
CHE,Switzerland,EURO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,ADULTS,Adults,NATIONAL,Y45,nan
CHE,Switzerland,EURO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,ADULTS,Adults,NATIONAL,Y65,nan
CHE,Switzerland,EURO,2023.0,TDAP_S_IPV,"Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",5.0,B_ADO_W,General/routine,NATIONAL,Y11-Y15,nan
CHE,Switzerland,EURO,2023.0,VARICELLA,Varicella vaccine,1.0,,General/routine,NATIONAL,M9,nan
CHE,Switzerland,EURO,2023.0,VARICELLA,Varicella vaccine,2.0,,General/routine,NATIONAL,M12,nan
CHE,Switzerland,EURO,2023.0,VARICELLA,Varicella vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,Y11-Y14,Vaccination only recommended if no previous natural infection
CHE,Switzerland,EURO,2023.0,VARICELLA,Varicella vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,Y11-Y14,Vaccination only recommended if no previous natural infection
CHE,Switzerland,EURO,2023.0,YF,YF (Yellow fever) vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,,Travellers
CHE,Switzerland,EURO,2023.0,ZOSTER,Shingles (Herpes zoster for older adults) vaccine,2.0,ADULTS,Adults,NATIONAL,+M2,"All persons Y65+, Immunocompromised persons from age 50Y, and severely immunocompromised persons from age 18+"
CHE,Switzerland,EURO,2023.0,ZOSTER,Shingles (Herpes zoster for older adults) vaccine,1.0,ADULTS,Adults,NATIONAL,Y65,"All persons Y65+, Immunocompromised persons from age 50Y, and severely immunocompromised persons from age 18+"
CHE,Switzerland,EURO,2023.0,ZOSTER,Shingles (Herpes zoster for older adults) vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,+M2,"All persons Y65+, Immunocompromised persons from age 50Y, and severely immunocompromised persons from age 18+"
CHE,Switzerland,EURO,2023.0,ZOSTER,Shingles (Herpes zoster for older adults) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,1st contact,"All persons Y65+, Immunocompromised persons from age 50Y, and severely immunocompromised persons from age 18+"
CHL,Chile,AMRO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,B,nan
CHL,Chile,AMRO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1.0,,General/routine,NATIONAL,M2,nan
CHL,Chile,AMRO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,2.0,,General/routine,NATIONAL,M4,nan
CHL,Chile,AMRO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,3.0,,General/routine,NATIONAL,M6,nan
CHL,Chile,AMRO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M18,nan
CHL,Chile,AMRO,2023.0,HEPA_PEDIATRIC,Pediatric Hepatitis A vaccine,1.0,,General/routine,NATIONAL,M18,nan
CHL,Chile,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,2.0,HW,Health workers,NATIONAL,+M1,"Hombre sexo con hombre, trabajadores sexuales, Personas viviendo con VIH, victimas de violencia sexual, Personas que ingresan a diálisis, Personas con infección por virus hepatitis C, profesionales y técnicos del área de la salud (público), vacunación esp"
CHL,Chile,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,3.0,HW,Health workers,NATIONAL,+M6,"Hombre sexo con hombre, trabajadores sexuales, Personas viviendo con VIH, victimas de violencia sexual, Personas que ingresan a diálisis, Personas con infección por virus hepatitis C, profesionales y técnicos del área de la salud (público), vacunación esp"
CHL,Chile,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,HW,Health workers,NATIONAL,1st contact,"Hombre sexo con hombre, trabajadores sexuales, Personas viviendo con VIH, victimas de violencia sexual, Personas que ingresan a diálisis, Personas con infección por virus hepatitis C, profesionales y técnicos del área de la salud (público), vacunación esp"
CHL,Chile,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,1st contact,"Hombre sexo con hombre, trabajadores sexuales, Personas viviendo con VIH, victimas de violencia sexual, Personas que ingresan a diálisis, Personas con infección por virus hepatitis C, profesionales y técnicos del área de la salud (público), vacunación esp"
CHL,Chile,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,3.0,RISKGROUPS,Risk group(s),NATIONAL,+M6,"Hombre sexo con hombre, trabajadores sexuales, Personas viviendo con VIH, victimas de violencia sexual, Personas que ingresan a diálisis, Personas con infección por virus hepatitis C, profesionales y técnicos del área de la salud (público), vacunación esp"
CHL,Chile,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,+M1,"Hombre sexo con hombre, trabajadores sexuales, Personas viviendo con VIH, victimas de violencia sexual, Personas que ingresan a diálisis, Personas con infección por virus hepatitis C, profesionales y técnicos del área de la salud (público), vacunación esp"
CHL,Chile,AMRO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,,General/routine,NATIONAL,B,La vacunación se inició en abril de 2019
CHL,Chile,AMRO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1.0,BOTH,HPV administered to females and males,NATIONAL,Y9,"Se administra a niñas y niños de:  4° básico (9 años); niñas  5° básico (10 años) En niñas y niños desde los 9 a los 13 años el intervalo es de 12 meses y desde los 14 años en adelantes el esquema es 0,2,6 meses. El año 2020 los niños que iniciaron su esq"
CHL,Chile,AMRO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2.0,BOTH,HPV administered to females and males,NATIONAL,Y10,"Se administra a niñas y niños de:  4° básico (9 años); niñas  5° básico (10 años) En niñas y niños desde los 9 a los 13 años el intervalo es de 12 meses y desde los 14 años en adelantes el esquema es 0,2,6 meses. El año 2020 los niños que iniciaron su esq"
CHL,Chile,AMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,ADULTS,Adults,NATIONAL,>=Y65,nan
CHL,Chile,AMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,HW,Health workers,NATIONAL,,Health and care workers
CHL,Chile,AMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,PW,Pregnant women,NATIONAL,,Pregnant women
CHL,Chile,AMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,Other groups
CHL,Chile,AMRO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,,General/routine,NATIONAL,M6-Y5,nan
CHL,Chile,AMRO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,2.0,,General/routine,NATIONAL,Y5-Y10,nan
CHL,Chile,AMRO,2023.0,MEN_ACYW_135CONJ,Meningococcal ACYW conjugate vaccine,1.0,,General/routine,NATIONAL,Y1,nan
CHL,Chile,AMRO,2023.0,MEN_B,Meningococcal B vaccine,1.0,,General/routine,NATIONAL,M2,Niñas y niños de 2 y 4 meses. Se comienza a aplicar en julio de 2023.
CHL,Chile,AMRO,2023.0,MEN_B,Meningococcal B vaccine,2.0,,General/routine,NATIONAL,M4,Niñas y niños de 2 y 4 meses. Se comienza a aplicar en julio de 2023.
CHL,Chile,AMRO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,,General/routine,NATIONAL,Y1,nan
CHL,Chile,AMRO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,,General/routine,NATIONAL,M36,nan
CHL,Chile,AMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,,General/routine,NATIONAL,M2,nan
CHL,Chile,AMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,,General/routine,NATIONAL,M4,nan
CHL,Chile,AMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,,General/routine,NATIONAL,M12,nan
CHL,Chile,AMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,RISKGROUPS,Risk group(s),NATIONAL,M6,"Prematuros: adicional al esquema nacional de niños, solo a prematuros se administra una tercera dosis a los 6 meses"
CHL,Chile,AMRO,2023.0,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1.0,ADULTS,Adults,NATIONAL,>=Y65,nan
CHL,Chile,AMRO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",5.0,B_CHILD_W,General/routine,NATIONAL,Y6,nan
CHL,Chile,AMRO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",6.0,B_ADO_W,General/routine,NATIONAL,Y13,nan
CHL,Chile,AMRO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1.0,PW,Pregnant women,NATIONAL,,Embarazadas - Se administra en la SG28
CHL,Chile,AMRO,2023.0,VARICELLA,Varicella vaccine,1.0,,General/routine,NATIONAL,M18,se incorpora en enero del año 2022
CHL,Chile,AMRO,2023.0,VARICELLA,Varicella vaccine,2.0,,General/routine,NATIONAL,M36,se incorpora en enero del año 2022
CHL,Chile,AMRO,2023.0,YF,YF (Yellow fever) vaccine,1.0,,General/routine,SUBNATIONAL,M18,Solo en Isla de Pascua
CHN,China,WPRO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,B,nan
CHN,China,WPRO,2023.0,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",5.0,B_CHILD_W,General/routine,NATIONAL,Y6,nan
CHN,China,WPRO,2023.0,DTAP,DTaP (acellular) vaccine,1.0,,General/routine,NATIONAL,M3,nan
CHN,China,WPRO,2023.0,DTAP,DTaP (acellular) vaccine,2.0,,General/routine,NATIONAL,M4,nan
CHN,China,WPRO,2023.0,DTAP,DTaP (acellular) vaccine,3.0,,General/routine,NATIONAL,M5,nan
CHN,China,WPRO,2023.0,DTAP,DTaP (acellular) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M18,nan
CHN,China,WPRO,2023.0,HEPA_INACTD,Hepatitis A inactivted,1.0,,General/routine,SUBNATIONAL,M18,"Hepatitis A live attenuated at M18, Hepatitis A inactivated at M18 and Y2"
CHN,China,WPRO,2023.0,HEPA_INACTD,Hepatitis A inactivted,2.0,,General/routine,SUBNATIONAL,Y2,"Hepatitis A live attenuated at M18, Hepatitis A inactivated at M18 and Y2"
CHN,China,WPRO,2023.0,HEPA_LIVEATD,Hepatitis A live attenuated,1.0,,General/routine,NATIONAL,M18,"Hepatitis A live attenuated at M18, Hepatitis A inactivated at M18 and Y2"
CHN,China,WPRO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,,General/routine,NATIONAL,B,nan
CHN,China,WPRO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,2.0,,General/routine,NATIONAL,M1,nan
CHN,China,WPRO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,3.0,,General/routine,NATIONAL,M6,nan
CHN,China,WPRO,2023.0,IPV,IPV (Inactivated polio vaccine),1.0,,General/routine,NATIONAL,M2,nan
CHN,China,WPRO,2023.0,IPV,IPV (Inactivated polio vaccine),2.0,,General/routine,NATIONAL,M3,nan
CHN,China,WPRO,2023.0,JE_INACTD,JE-Inact (Japanese Encephalitis inactivated) vaccine,1.0,,General/routine,SUBNATIONAL,M8,nan
CHN,China,WPRO,2023.0,JE_INACTD,JE-Inact (Japanese Encephalitis inactivated) vaccine,2.0,,General/routine,SUBNATIONAL,M8,2nd dose is administered +7-10 days after the 1st dose
CHN,China,WPRO,2023.0,JE_INACTD,JE-Inact (Japanese Encephalitis inactivated) vaccine,3.0,,General/routine,SUBNATIONAL,Y2,nan
CHN,China,WPRO,2023.0,JE_INACTD,JE-Inact (Japanese Encephalitis inactivated) vaccine,4.0,,General/routine,SUBNATIONAL,Y6,nan
CHN,China,WPRO,2023.0,JE_LIVEATD,JE-Livatd (Japanese Encephalitis live-attenuated) vaccine,1.0,,General/routine,NATIONAL,M8,nan
CHN,China,WPRO,2023.0,JE_LIVEATD,JE-Livatd (Japanese Encephalitis live-attenuated) vaccine,2.0,,General/routine,NATIONAL,Y2,nan
CHN,China,WPRO,2023.0,MEN_A_PS,Meningococcal A polysaccharide vaccine,1.0,,General/routine,NATIONAL,M6,nan
CHN,China,WPRO,2023.0,MEN_A_PS,Meningococcal A polysaccharide vaccine,2.0,,General/routine,NATIONAL,M9,nan
CHN,China,WPRO,2023.0,MEN_AC_PS,Meningococcal AC polysaccharide vaccine,1.0,,General/routine,NATIONAL,Y3,nan
CHN,China,WPRO,2023.0,MEN_AC_PS,Meningococcal AC polysaccharide vaccine,2.0,,General/routine,NATIONAL,Y6,nan
CHN,China,WPRO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,,General/routine,NATIONAL,M8,nan
CHN,China,WPRO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,,General/routine,NATIONAL,M18,nan
CHN,China,WPRO,2023.0,OPV,OPV (Oral polio vaccine),3.0,,General/routine,NATIONAL,M4,nan
CHN,China,WPRO,2023.0,OPV,OPV (Oral polio vaccine),4.0,,General/routine,NATIONAL,Y4,nan
CIV,Côte d'Ivoire,AFRO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,B,naissances vivantes
CIV,Côte d'Ivoire,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1.0,,General/routine,NATIONAL,W6,nourrissons survivants
CIV,Côte d'Ivoire,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2.0,,General/routine,NATIONAL,W10,nourrissons survivants
CIV,Côte d'Ivoire,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3.0,,General/routine,NATIONAL,W14,nourrissons survivants
CIV,Côte d'Ivoire,AFRO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,,General/routine,NATIONAL,B,dans les 24h qui suivent la naissance
CIV,Côte d'Ivoire,AFRO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1.0,FEMALE,HPV for females only,NATIONAL,Y9,filles de 9 ans; le vaccin HPV chez les jeunes filles de 9 ans s'administre en une seule dose depuis septembre 2023 en cote D'ivoire
CIV,Côte d'Ivoire,AFRO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2.0,FEMALE,HPV for females only,NATIONAL,+M6,filles de 9 ans; le vaccin HPV chez les jeunes filles de 9 ans s'administre en une seule dose depuis septembre 2023 en cote D'ivoire
CIV,Côte d'Ivoire,AFRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,ADULTS,Adults,NATIONAL,,Older persons
CIV,Côte d'Ivoire,AFRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,HW,Health workers,NATIONAL,,Health and care workers
CIV,Côte d'Ivoire,AFRO,2023.0,IPV,IPV (Inactivated polio vaccine),1.0,,General/routine,NATIONAL,W6,nourrissons survivants
CIV,Côte d'Ivoire,AFRO,2023.0,IPV,IPV (Inactivated polio vaccine),2.0,,General/routine,NATIONAL,W14,nourrissons survivants
CIV,Côte d'Ivoire,AFRO,2023.0,MEN_A_CONJ,Meningococcal A conjugate vaccine,1.0,,General/routine,NATIONAL,M9,nourrissons survivants
CIV,Côte d'Ivoire,AFRO,2023.0,MR,MR (Measles and rubella) vaccine,1.0,,General/routine,NATIONAL,M9,nourrissons survivants
CIV,Côte d'Ivoire,AFRO,2023.0,MR,MR (Measles and rubella) vaccine,2.0,,General/routine,NATIONAL,M15,nourrissons survivants
CIV,Côte d'Ivoire,AFRO,2023.0,OPV,OPV (Oral polio vaccine),1.0,,General/routine,NATIONAL,B,"naissances vivantes, nourrissons survivants"
CIV,Côte d'Ivoire,AFRO,2023.0,OPV,OPV (Oral polio vaccine),2.0,,General/routine,NATIONAL,W6,"naissances vivantes, nourrissons survivants"
CIV,Côte d'Ivoire,AFRO,2023.0,OPV,OPV (Oral polio vaccine),3.0,,General/routine,NATIONAL,W10,"naissances vivantes, nourrissons survivants"
CIV,Côte d'Ivoire,AFRO,2023.0,OPV,OPV (Oral polio vaccine),4.0,,General/routine,NATIONAL,W14,"naissances vivantes, nourrissons survivants"
CIV,Côte d'Ivoire,AFRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,,General/routine,NATIONAL,W6,nourrissons survivants
CIV,Côte d'Ivoire,AFRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,,General/routine,NATIONAL,W10,nourrissons survivants
CIV,Côte d'Ivoire,AFRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,,General/routine,NATIONAL,W14,nourrissons survivants
CIV,Côte d'Ivoire,AFRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,1.0,,General/routine,NATIONAL,W6,nourrissons survivants
CIV,Côte d'Ivoire,AFRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,2.0,,General/routine,NATIONAL,W10,nourrissons survivants
CIV,Côte d'Ivoire,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,PW,Pregnant women,NATIONAL,1st contact,femmes enceintes
CIV,Côte d'Ivoire,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,PW,Pregnant women,NATIONAL,+M1,femmes enceintes
CIV,Côte d'Ivoire,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,PW,Pregnant women,NATIONAL,+M6,femmes enceintes
CIV,Côte d'Ivoire,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,PW,Pregnant women,NATIONAL,+Y1,femmes enceintes
CIV,Côte d'Ivoire,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,PW,Pregnant women,NATIONAL,+Y1,femmes enceintes
CIV,Côte d'Ivoire,AFRO,2023.0,VITAMINA,Vitamin A supplements,1.0,,General/routine,SUBNATIONAL,M6,6-59 mois; la vitamine A s'administre tous les 6 mois de 6 à 59 mois; la vitamine A est administrée en routine dans 41 districts sanitaires
CIV,Côte d'Ivoire,AFRO,2023.0,VITAMINA,Vitamin A supplements,2.0,,General/routine,SUBNATIONAL,M12,6-59 mois; la vitamine A s'administre tous les 6 mois de 6 à 59 mois; la vitamine A est administrée en routine dans 41 districts sanitaires
CIV,Côte d'Ivoire,AFRO,2023.0,VITAMINA,Vitamin A supplements,3.0,,General/routine,SUBNATIONAL,M18,6-59 mois; la vitamine A s'administre tous les 6 mois de 6 à 59 mois; la vitamine A est administrée en routine dans 41 districts sanitaires
CIV,Côte d'Ivoire,AFRO,2023.0,VITAMINA,Vitamin A supplements,4.0,,General/routine,SUBNATIONAL,M24,6-59 mois; la vitamine A s'administre tous les 6 mois de 6 à 59 mois; la vitamine A est administrée en routine dans 41 districts sanitaires
CIV,Côte d'Ivoire,AFRO,2023.0,VITAMINA,Vitamin A supplements,5.0,,General/routine,SUBNATIONAL,M30,6-59 mois; la vitamine A s'administre tous les 6 mois de 6 à 59 mois; la vitamine A est administrée en routine dans 41 districts sanitaires
CIV,Côte d'Ivoire,AFRO,2023.0,VITAMINA,Vitamin A supplements,6.0,,General/routine,SUBNATIONAL,M36,6-59 mois; la vitamine A s'administre tous les 6 mois de 6 à 59 mois; la vitamine A est administrée en routine dans 41 districts sanitaires
CIV,Côte d'Ivoire,AFRO,2023.0,YF,YF (Yellow fever) vaccine,1.0,,General/routine,NATIONAL,M9,nourrissons survivants
CMR,Cameroon,AFRO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,B,naissances vivantes
CMR,Cameroon,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1.0,,General/routine,NATIONAL,W6,0-11 mois
CMR,Cameroon,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2.0,,General/routine,NATIONAL,W10,0-11 mois
CMR,Cameroon,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3.0,,General/routine,NATIONAL,W14,0-11 mois
CMR,Cameroon,AFRO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1.0,BOTH,HPV administered to females and males,NATIONAL,Y9,"Filles et Garçons de 9 ans; Depuis 2023, le vaccin contre le HPV est administré en dose unique et désormais administré aux filles et aux garçons"
CMR,Cameroon,AFRO,2023.0,IPV,IPV (Inactivated polio vaccine),1.0,,General/routine,NATIONAL,W14,0-11 mois
CMR,Cameroon,AFRO,2023.0,IPV,IPV (Inactivated polio vaccine),2.0,,General/routine,NATIONAL,M9,0-11 mois
CMR,Cameroon,AFRO,2023.0,MR,MR (Measles and rubella) vaccine,2.0,,General/routine,NATIONAL,M15,9-15 mois
CMR,Cameroon,AFRO,2023.0,MR,MR (Measles and rubella) vaccine,1.0,,General/routine,NATIONAL,M9,9-15 mois
CMR,Cameroon,AFRO,2023.0,OPV,OPV (Oral polio vaccine),1.0,,General/routine,NATIONAL,B,0-11 mois
CMR,Cameroon,AFRO,2023.0,OPV,OPV (Oral polio vaccine),2.0,,General/routine,NATIONAL,W6,0-11 mois
CMR,Cameroon,AFRO,2023.0,OPV,OPV (Oral polio vaccine),3.0,,General/routine,NATIONAL,W10,0-11 mois
CMR,Cameroon,AFRO,2023.0,OPV,OPV (Oral polio vaccine),4.0,,General/routine,NATIONAL,W14,0-11 mois
CMR,Cameroon,AFRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,,General/routine,NATIONAL,W6,0-11 mois
CMR,Cameroon,AFRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,,General/routine,NATIONAL,W10,0-11 mois
CMR,Cameroon,AFRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,,General/routine,NATIONAL,W14,0-11 mois
CMR,Cameroon,AFRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,1.0,,General/routine,NATIONAL,W6,"0-11 mois; Depuis 2023, nous sommes passés de deux doses administrées à trois doses"
CMR,Cameroon,AFRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,2.0,,General/routine,NATIONAL,W10,"0-11 mois; Depuis 2023, nous sommes passés de deux doses administrées à trois doses"
CMR,Cameroon,AFRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,3.0,,General/routine,NATIONAL,W14,"0-11 mois; Depuis 2023, nous sommes passés de deux doses administrées à trois doses"
CMR,Cameroon,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,PW,Pregnant women,NATIONAL,1st contact,1er contact grossesse - femmes enceintes
CMR,Cameroon,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,PW,Pregnant women,NATIONAL,+M1,1er contact grossesse - femmes enceintes
CMR,Cameroon,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,PW,Pregnant women,NATIONAL,+M6,1er contact grossesse - femmes enceintes
CMR,Cameroon,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,PW,Pregnant women,NATIONAL,+M12,1er contact grossesse - femmes enceintes
CMR,Cameroon,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,PW,Pregnant women,NATIONAL,+M12,1er contact grossesse - femmes enceintes
CMR,Cameroon,AFRO,2023.0,VITAMINA,Vitamin A supplements,1.0,,General/routine,NATIONAL,M6,6-59 mois; FPPI
CMR,Cameroon,AFRO,2023.0,VITAMINA,Vitamin A supplements,2.0,,General/routine,NATIONAL,M12,6-59 mois; FPPI
CMR,Cameroon,AFRO,2023.0,VITAMINA,Vitamin A supplements,3.0,,General/routine,NATIONAL,M18,6-59 mois; FPPI
CMR,Cameroon,AFRO,2023.0,VITAMINA,Vitamin A supplements,4.0,,General/routine,NATIONAL,M24,6-59 mois; FPPI
CMR,Cameroon,AFRO,2023.0,VITAMINA,Vitamin A supplements,5.0,,General/routine,NATIONAL,M30,6-59 mois; FPPI
CMR,Cameroon,AFRO,2023.0,VITAMINA,Vitamin A supplements,6.0,,General/routine,NATIONAL,M36,6-59 mois; FPPI
CMR,Cameroon,AFRO,2023.0,VITAMINA,Vitamin A supplements,1.0,PW,Pregnant women,NATIONAL,,FPPI
CMR,Cameroon,AFRO,2023.0,YF,YF (Yellow fever) vaccine,1.0,,General/routine,,M9,0-11 mois
COD,Democratic Republic of the Congo,AFRO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,B,0-11 mois
COD,Democratic Republic of the Congo,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1.0,,General/routine,NATIONAL,W6,0-11 mois
COD,Democratic Republic of the Congo,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2.0,,General/routine,NATIONAL,W10,0-11 mois
COD,Democratic Republic of the Congo,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3.0,,General/routine,NATIONAL,W14,0-11 mois
COD,Democratic Republic of the Congo,AFRO,2023.0,IPV,IPV (Inactivated polio vaccine),1.0,,General/routine,NATIONAL,W14,0-11 mois
COD,Democratic Republic of the Congo,AFRO,2023.0,IPV,IPV (Inactivated polio vaccine),2.0,,General/routine,NATIONAL,M9,0-11 mois
COD,Democratic Republic of the Congo,AFRO,2023.0,MEASLES,Measles vaccine,1.0,,General/routine,NATIONAL,M9,9-23 mois
